,COMMODITY_DESC,SUB_COMMODITY_DESC,SALES_VALUE,QUANTITY
82,APPLES,APPLES RED DELICIOUS (BULK&BAG,7306.259999999893,3753
1661,FRUIT - SHELF STABLE,PEACHES,4275.400000000016,3744
18,ANALGESICS,ADULT ANALGESICS,18449.300000000007,3729
3577,TOMATOES,TOMATOES VINE RIPE BULK,8532.789999999995,3706
181,BAG SNACKS,CORN CHIPS,7714.799999999799,3692
1120,DINNER MXS:DRY,STUFFING MIXES,5917.799999999949,3676
1544,FLUID MILK PRODUCTS,MISCELLANEOUS MILK,8075.539999999969,3558
3339,SOUP,DRY SOUP,4067.199999999977,3454
2535,MELONS,CANTALOUPE WHOLE,6705.909999999968,3449
2524,MEAT - SHELF STABLE,MICROWAVABLE CUPS,3508.880000000009,3404
692,CHEESES,CHEESE: PROCESSED BULK,12123.859999999997,3399
3011,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-CHUB,7833.659999999972,3387
2643,NO COMMODITY DESCRIPTION,NO SUBCOMMODITY DESCRIPTION,10228.609999999899,3358
452,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,8880.719999999901,3335
1359,FD WRAPS/BAGS/TRSH BG,GARBAGE KITCHEN COMPACTOR BA,13182.779999999893,3308
1665,FRZN BREAKFAST FOODS,FRZN BREAKFAST ENTREES/SANDWIC,8202.34999999996,3302
1659,FRUIT - SHELF STABLE,MANDARIN ORANGES/CITRUS SECT,3510.2699999999995,3299
589,CANDY - PACKAGED,SEASONAL MISCELLANEOUS,3028.9299999999917,3284
991,CORN,CORN WHITE,977.4099999999991,3279
1370,FEMININE HYGIENE,FEM. HYGN.NAPKINS,9954.06999999991,3252
2122,ICE CREAM/MILK/SHERBTS,SUPER PREMIUM PINTS,10700.719999999823,3215
2872,PNT BTR/JELLY/JAMS,PRESERVES JAM MARMALADE,7004.029999999841,3196
2564,MISC. DAIRY,REFRIGERATED MEXICAN PRODUCTS,4725.9099999999535,3185
266,BAKING NEEDS,BITS & MORSELS,7135.969999999907,3177
182,BAG SNACKS,DIPS (NON-REFRIGERATED),8241.579999999913,3177
3291,SOAP - LIQUID & BAR,BAR SOAP,8616.68999999988,3135
3654,TROPICAL FRUIT,AVOCADO,4007.6199999999712,3125
677,CHEESE,MISCELLANEOUS CHEESE,7408.039999999851,3116
1064,DELI MEATS,MEAT: SAUS DRY BULK,9479.820000000018,3109
3065,ROLLS,ROLLS: BAGELS,1762.0000000000016,3106
705,CHICKEN,CHICKEN DRUMS,7233.590000000008,3072
836,COFFEE,NON DAIRY CREAMER: DRY,7217.159999999918,3052
2691,ONIONS,ONIONS YELLOW (BULK&BAG),5785.70999999974,3048
1828,HAIR CARE PRODUCTS,HAIR CONDITIONERS AND RINSES,8518.13999999991,3044
2774,PASTA SAUCE,PREMIUM,7273.790000000003,3041
3793,VEGETABLES - SHELF STABLE,TOMATO PASTE,1891.2300000000014,3034
417,BLEACH,LIQUID BLEACH,5376.629999999847,3020
1353,FD WRAPS/BAGS/TRSH BG,ALUMINUM FOIL,6612.730000000018,3018
3272,SNACK NUTS,VAC PAC NUTS(CANS),11031.299999999776,3015
577,CANDY - PACKAGED,MISCELLANEOUS CANDY (INCLUDING,4829.719999999951,2986
2762,PAPER HOUSEWARES,PLSTC CTLRYTBLCLTHSTTHPKSST,3633.5899999999956,2969
968,COOKIES/CONES,VANILLA WAFER/KIDS COOKIES,6126.519999999988,2968
1334,FACIAL TISS/DNR NAPKIN,PAPER NAPKINS,5601.3599999998405,2942
79,APPLES,APPLES GOLD DELICIOUS (BULK&BA,5694.199999999938,2934
1785,GREETING CARDS/WRAP/PARTY SPLY,CARDS SEASONAL,8018.02999999973,2926
3765,VEGETABLES - ALL OTHERS,GREENS,3057.779999999984,2920
246,BAKING MIXES,BROWNIE MIX,5620.519999999977,2912
1671,FRZN ICE,ICE - CRUSHED/CUBED,6576.249999999787,2911
3656,TROPICAL FRUIT,KIWI FRUIT,1151.0299999999997,2903
3574,TOMATOES,TOMATOES GRAPE,7005.159999999939,2872
2425,MAGAZINE,TV/MOVIE-MAGAZINE,8434.33999999957,2869
371,BEEF,PATTIES,10636.949999999988,2842
1658,FRUIT - SHELF STABLE,FRUIT COCKTAIL FRUIT SALAD,2902.8300000000013,2841
152,BABY HBC,BABY WIPES,9325.11999999983,2839
2156,INFANT FORMULA,INFANT FORMULA MILK BASE,20628.18000000008,2811
595,CANNED JUICES,BLENDED JUICE&COMBINATIONS (OV,6430.249999999971,2795
539,CANDY - CHECKLANE,MINTS CANDY & BREATH (NOT LIF,2149.25000000001,2724
913,CONDIMENTS/SAUCES,SALAD MUSTARD,2630.2300000000337,2719
1709,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES - PLAIN,2952.2900000000136,2715
2690,ONIONS,ONIONS WHITE (BULK&BAG),5005.879999999905,2705
636,CANNED MILK,CANNED MILK,2946.540000000015,2695
144,BABY FOODS,BABY JUICES,2792.969999999978,2690
3293,SOAP - LIQUID & BAR,BODY WASH,8397.289999999912,2663
206,BAKED BREAD/BUNS/ROLLS,ENGLISH MUFFINS/WAFFLES,5611.729999999992,2636
819,COCOA MIXES,MALTED MLK/SYRUP/PWDRS (EGGNOG,5973.139999999982,2630
323,BATTERIES,ALKALINE BATTERIES,11375.590000000095,2627
3792,VEGETABLES - SHELF STABLE,SPINACH & GREENS,2782.2200000000043,2626
3070,ROLLS,ROLLS: DINNER,3997.349999999951,2622
2488,MEAT - MISC,GRND/PATTY - FROZEN,18919.770000000113,2621
811,CITRUS,GRAPEFRUIT,2697.1499999999805,2612
2775,PASTA SAUCE,VALUE,2358.879999999981,2599
1237,DRY BN/VEG/POTATO/RICE,RICE - INSTANT & MICROWAVE,4852.06999999996,2574
3318,SOFT DRINKS,SOFT DRINK BOTTLE NON-CARB (EX,2549.23999999999,2571
1040,CRACKERS/MISC BKD FD,MULTI-PACK CRACKERS,5533.03000000002,2564
2786,PEPPERS-ALL,PEPPERS RED BELL,4229.400000000002,2551
218,BAKED BREAD/BUNS/ROLLS,RYE BREADS,5112.069999999982,2549
1695,FRZN NOVELTIES/WTR ICE,ICE CREAM SANDWICHES,6340.699999999923,2549
645,CAT FOOD,DRY CAT FOOD (CAT CHOW/FRISKIE,11604.83999999987,2518
1662,FRUIT - SHELF STABLE,PEARS,2507.059999999998,2512
3143,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,11085.429999999793,2497
3024,REFRGRATD JUICES/DRNKS,DAIRY CASE TEA WITH SUGAR OR S,2550.310000000014,2493
3128,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,9190.409999999834,2493
1708,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES- VALUE,5641.300000000002,2492
634,CANNED JUICES,VEG JUICE (EXCEPT TOMATO) (OVE,5289.569999999957,2471
219,BAKED BREAD/BUNS/ROLLS,SANDWICH BUNS,4676.259999999963,2469
1092,DEODORANTS,SOLID/STK DEODORANTS,7128.409999999905,2466
2197,ISOTONIC DRINKS,ISOTONIC DRINKS MULTI-SERVE,7004.379999999879,2462
338,BEEF,ANGUS,9360.449999999903,2443
12,AIR CARE,AIR CARE - CONTINUOUS ACTION,7560.4999999998545,2442
2923,POTATOES,POTATOES RED (BULK&BAG),6666.419999999833,2441
917,CONDIMENTS/SAUCES,STEAK & WORCHESTER SAUCE,6650.709999999902,2433
440,BREAD,BREAD:SAVORY/SPECIALTY,4597.479999999866,2430
3118,SALADS/DIPS,VEGETABLE SALADS - PREPACK,6415.669999999731,2425
1537,FLOUR & MEALS,FLOUR: WHITE & SELF RISING,3722.0499999999042,2422
171,BACON,BETTER FOR YOU,6138.019999999982,2416
904,CONDIMENTS/SAUCES,HOT SAUCE,3964.279999999982,2416
1681,FRZN MEAT/MEAT DINNERS,FRZN BREADED PREPARED CHICK,9419.439999999862,2409
3850,WATER,NON-CARB WATER FLVR - DRNK/MNR,2609.3600000000024,2408
80,APPLES,APPLES GRANNY SMITH (BULK&BAG),6529.289999999916,2408
3020,REFRGRATD JUICES/DRNKS,DAIRY CASE CITRUS PNCH/OJ SUBS,3759.6799999999976,2405
2925,POTATOES,POTATOES SWEET&YAMS,4315.639999999984,2393
2532,MEAT - SHELF STABLE,VIENNA SAUSAGE,1151.009999999999,2392
3520,STONE FRUIT,PEACHES YELLOW FLESH,5125.649999999992,2388
3740,VALUE ADDED FRUIT,MELON HALVES/QUARTERS,3748.779999999996,2381
3761,VEGETABLES - ALL OTHERS,CABBAGE,3364.3099999999986,2378
263,BAKING NEEDS,BAKING NUTS,5110.079999999969,2367
3770,VEGETABLES - ALL OTHERS,VEGETABLES ALL OTHER,3843.319999999913,2344
2707,ORAL HYGIENE PRODUCTS,ORAL HYGIENE BRUSHES,5390.129999999945,2333
708,CHICKEN,CHICKEN WINGS,6864.179999999993,2332
3296,SOAP - LIQUID & BAR,LIQUID SOAP,4554.849999999953,2329
1122,DINNER SAUSAGE,FRESH,7974.829999999876,2318
278,BAKING NEEDS,MARSHMALLOWS,2695.6699999999782,2315
3141,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,16873.709999999806,2293
818,COCOA MIXES,HOT CHOCOLATE COCOA MIX,3803.5099999999925,2287
369,BEEF,NATURAL BEEF,16968.970000000023,2278
2287,LAUNDRY ADDITIVES,FABRIC SOFTENER LIQUID,9683.879999999774,2273
1997,HISPANIC,MEXICAN BEANS REFRIED,2367.960000000021,2258
672,CHEESE,GRATED CHEESE,5346.569999999894,2252
965,COOKIES/CONES,SPECIALTY COOKIES,4939.22999999996,2247
696,CHEESES,CHEESE:SPECIALTY PREPACK,9386.029999999751,2226
2870,PNT BTR/JELLY/JAMS,JELLY,3851.7299999999464,2209
35,ANTACIDS,ANTI-ACIDS,11474.299999999861,2201
3201,SHAVING CARE PRODUCTS,RAZORS AND BLADES,17193.550000000032,2195
397,BERRIES,BLUEBERRIES,5615.15999999986,2195
730,CHICKEN/POULTRY,CHIX: ROTISSERIE (HOT),11194.069999999952,2189
723,CHICKEN,WHOLE CHICKEN (ROASTERS/FRYER),9027.140000000007,2177
204,BAKED BREAD/BUNS/ROLLS,DIET/LIGHT BREAD,4622.509999999964,2170
1675,FRZN JCE CONC/DRNKS,FRZN CONC UNDER 50% JUICE,2096.2700000000186,2164
1364,FD WRAPS/BAGS/TRSH BG,SANDWICH BAGS,4041.7499999999945,2147
383,BEEF,SOUP/STEW,7372.400000000013,2136
1146,DOG FOODS,DOG TREATS (SOFT TREATS),6759.219999999909,2132
1299,ELECTRICAL SUPPPLIES,INSIDE FROST BULBS,3313.6900000000237,2127
675,CHEESE,LOAF CHEESE,7585.919999999757,2117
467,BREAKFAST SWEETS,SW GDS: SW ROLLS/DAN,3089.2299999999927,2104
598,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (5,4658.130000000036,2100
267,BAKING NEEDS,BREADINGS  COATINGS CRUMBS,3325.929999999977,2095
3571,TOMATOES,ROMA TOMATOES (BULK/PKG),4179.2399999999925,2083
2259,KITCHEN GADGETS,GADGETS/TOOLS,5928.509999999857,2060
2756,PAPER HOUSEWARES,FOAM PLATES,3584.2799999999806,2058
600,CANNED JUICES,CRANBERRY JUICE (50% AND UNDER,4629.260000000022,2056
3047,REFRIGERATED,YOGURT,3672.819999999982,2052
3852,WATER - CARBONATED/FLVRD DRINK,CARBONATED WATER - FLVRD SWEET,2469.410000000029,2050
2513,MEAT - MISC,WINGS (IQF),12571.829999999698,2049
2899,PORK,RIBS,10446.569999999989,2048
2530,MEAT - SHELF STABLE,SANDWICH SAUCE,2567.019999999983,2036
3328,SOFT DRINKS,TEA SWEETENED,5595.68999999993,2032
2589,MUSHROOMS,MUSHROOMS W/WHOLE PKG,4389.479999999877,2031
1056,DELI MEATS,MEAT: BEEF BULK,9763.049999999992,2023
81,APPLES,APPLES OTHER (BULK&BAG),5633.379999999918,2008
3526,SUGARS/SWEETNERS,SWEETENERS,7322.219999999854,2006
2685,OLIVES,RIPE OLIVES,2480.5100000000034,1997
2091,HOT DOGS,PREMIUM - BEEF,5684.599999999892,1996
3323,SOFT DRINKS,SOFT DRINKS CAN NON-CARB (EXCE,4876.699999999975,1983
2585,MOLASSES/SYRUP/PANCAKE MIXS,PANCAKE MIXES,3432.269999999991,1980
1229,DRIED FRUIT,RAISINS,4437.989999999962,1971
2426,MAGAZINE,WOMEN S GENERAL-MAGAZINE,5572.259999999809,1965
960,COOKIES/CONES,GRAHAM CRACKERS,4538.569999999972,1960
963,COOKIES/CONES,PREMIUM COOKIES (EX: PEPPERIDG,5463.389999999902,1957
1666,FRZN BREAKFAST FOODS,FRZN BREAKFAST PASTRY,3865.9200000000023,1939
185,BAG SNACKS,MISC BAG SNACKS,5360.439999999855,1938
957,COOKIES/CONES,CHOCOLATE COVERED COOKIES,3878.159999999993,1928
2517,MEAT - SHELF STABLE,CHUNK MEATS - ALL,4228.46999999999,1927
1998,HISPANIC,MEXICAN DINNERS AND FOODS,4644.659999999898,1920
3002,PWDR/CRYSTL DRNK MX,SOFT DRINK CANISTERS,5628.819999999885,1918
1651,FRUIT - SHELF STABLE,APPLE SAUCE,3017.9699999999975,1903
2591,MUSHROOMS,MUSHROOMS WHITE SLICED PKG,3460.4899999999257,1901
3557,TEAS,TEA BAGS & BULK TEA,4840.669999999955,1895
2521,MEAT - SHELF STABLE,HOT DOG CHILI SAUCE,1056.8000000000025,1889
227,BAKED SWEET GOODS,SW GDS:DONUTS,5928.809999999809,1878
205,BAKED BREAD/BUNS/ROLLS,DINNER ROLLS,2081.810000000019,1871
3163,SEAFOOD - SHELF STABLE,SALMON,2955.4799999999873,1863
3207,SHORTENING/OIL,COOKING SPRAYS,3904.6999999999643,1854
226,BAKED SWEET GOODS,SNACK CAKE - SINGLE SERVE,961.7600000000031,1852
1358,FD WRAPS/BAGS/TRSH BG,FREEZER BAGS,4308.299999999991,1849
969,COOKIES/CONES,VENDOR SIZE/SINGLE SERVE COOKI,1055.010000000001,1848
607,CANNED JUICES,GRAPE JUICE (OVER 50% JUICE),5032.089999999989,1847
1086,DEODORANTS,ANTIPERSPIRANTS ONLY (ALL OTHE,4478.759999999978,1844
1037,CRACKERS/MISC BKD FD,CROUTONS SALAD TOPPERS BREAD,2157.320000000006,1838
1217,DOMESTIC WINE,POPULAR 750ML WINES,14025.199999999713,1820
707,CHICKEN,CHICKEN THIGHS,4726.3800000000065,1814
566,CANDY - PACKAGED,CHEWING GUM,1444.0700000000074,1814
1670,FRZN FRUITS,FROZEN FRUIT,5726.349999999968,1811
1231,DRY BN/VEG/POTATO/RICE,DRY BEANS/PEAS/BARLEY: BAG & B,2599.0100000000066,1809
2760,PAPER HOUSEWARES,PLASTIC CUPS,4273.029999999958,1799
1369,FEMININE HYGIENE,FEM. HYGN. TAMPONS,7715.959999999928,1784
865,COLD AND FLU,COUGH SYRP/LOZNG-DRP/XPCTRNT,3586.7899999999795,1781
1236,DRY BN/VEG/POTATO/RICE,RICE - DRY BAG AND BOX,3388.6900000000055,1779
2704,ORAL HYGIENE PRODUCTS,MOUTHWASH RINSES AND SPRAYS,6880.999999999895,1776
177,BAG SNACKS,BAGGED POPPED POPCORN,3241.7399999999893,1774
1647,FROZEN PIZZA,PIZZA/SINGLE SERVE/MICROWAVE,5454.210000000009,1773
3019,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE OTH,3647.659999999979,1767
1357,FD WRAPS/BAGS/TRSH BG,FOOD STORAGE BAGS,3482.0500000000025,1766
1148,DOG FOODS,DRY DOG FOOD PREMIUM (ALPO/PUR,15257.539999999814,1762
253,BAKING MIXES,MISCELLANEOUS PACKAGE MIXES,3790.99999999998,1751
1676,FRZN JCE CONC/DRNKS,FRZN OJ&OJ SUBSTITUTES (OVER 5,1996.5200000000082,1749
2832,PIES,PIES: FRUIT/NUT,7269.4799999997695,1746
2288,LAUNDRY ADDITIVES,FABRIC SOFTENER SHEETS,5980.529999999918,1746
1607,FROZEN MEAT,CORN DOGS,5174.52999999995,1741
907,CONDIMENTS/SAUCES,MISC MEAT SAUCES,4026.69999999998,1741
2891,PORK,LOIN - CHOPS BONELESS,7988.359999999998,1722
2328,LAXATIVES,LAXATIVES,8184.969999999899,1718
174,BACON,PRE-COOKED,4676.4299999999785,1713
2688,ONIONS,ONIONS RED (BULK&BAG),2479.079999999997,1696
1226,DRIED FRUIT,DRIED FRUIT - OTHER,4362.4199999999355,1693
3775,VEGETABLES - SHELF STABLE,CARROTS,965.9800000000035,1692
2003,HISPANIC,MEXICAN TACO TOSTADO SHELLS,3035.819999999976,1680
2978,PROCESSED,DIPS,4986.369999999876,1667
639,CARROTS,CARROTS BAGGED,3351.86999999994,1666
1683,FRZN MEAT/MEAT DINNERS,FRZN MEAT ALTERNATIVES,4917.579999999986,1651
605,CANNED JUICES,FRUIT DRINKS: CANNED & GLASS (,3237.6200000000267,1648
3058,RICE CAKES,RICE CAKES,3135.0699999999874,1648
1702,FRZN POTATOES,FRZN TATER TOTS/OTHER EXTRUDED,3280.100000000011,1646
3031,REFRIGERATED,FLUID MILK,5771.099999999935,1646
3578,TOMATOES,TOMATOES VINE RIPE PKG,5072.079999999838,1637
594,CANNED JUICES,BLENDED JUICE&COMBINATIONS (50,3530.21,1637
9,AIR CARE,AIR CARE - AEROSOLS,2981.019999999953,1629
451,BREAKFAST SAUSAGE/SANDWICHES,LINKS - COOKED,2116.4400000000014,1625
3170,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,4742.37999999992,1621
1958,HERBS,GARLIC WHOLE CLOVES,974.2200000000017,1619
2754,PAPER HOUSEWARES,DESIGNER PAPER: MEDIUM WEIGHT,4388.949999999976,1612
655,CEREAL/BREAKFAST,CEREAL - COLD,5299.75999999991,1609
3203,SHAVING CARE PRODUCTS,SHAVE CREAMS AND POWDERS,3511.649999999946,1603
3271,SNACK NUTS,SNACK NUT(BAG),1690.7299999999998,1595
3095,SALAD MIX,SALAD SPINACH,3853.099999999901,1594
508,CAKES,CAKES: NOVELTIES,5691.539999999897,1592
3071,ROLLS,ROLLS: SANDWICH,2665.4099999999726,1590
573,CANDY - PACKAGED,GUM (PACKAGED),2985.2399999999543,1585
3521,STONE FRUIT,PLUMS,2817.8600000000006,1584
3113,SALADS/DIPS,SAL:SALSA/DPS-PRPCK,4475.439999999911,1580
2734,ORGANICS FRUIT & VEGETABLES,ORGANIC SALAD MIX,5273.8499999998585,1578
1693,FRZN NOVELTIES/WTR ICE,CONES,4564.439999999961,1575
3559,TEAS,TEA BAGS HERBAL & FLAVORED,4018.929999999957,1571
652,CAT LITTER,SCOOP LITTER,10947.569999999878,1568
3668,TURKEY,GROUND TURKEY,4446.9599999999355,1564
734,CHICKEN/POULTRY,CHIX:FRD 8PC/CUT UP (HOT),9767.81999999977,1547
2922,POTATOES,POTATOES OTHER,4306.9699999998675,1542
3010,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-BREAK N B,3740.329999999978,1541
1145,DOG FOODS,DOG BISCUITS (HARD BISCUIT),4149.22999999999,1538
1701,FRZN POTATOES,FRZN HASHBROWN POTATOES,2796.200000000016,1538
3042,REFRIGERATED,SOY/RICE MILK,4658.119999999966,1535
1990,HISPANIC,HISPANIC JUICE UNDER 50% JUICE,930.1500000000003,1533
2157,INFANT FORMULA,INFANT FORMULA SOY BASE,11037.869999999933,1532
840,COFFEE FILTERS,COFFEE FILTERS,2386.6399999999944,1529
2085,HOT CEREAL,STANDARD OATMEAL,3064.0899999999688,1519
3783,VEGETABLES - SHELF STABLE,MIXED VEGETABLES,940.2700000000019,1519
1788,GREETING CARDS/WRAP/PARTY SPLY,GIFT-WRAP EVERYDAY,2841.279999999957,1508
1098,DIETARY AID PRODUCTS,DIET CNTRL BARS NUTRITIONAL,3228.7299999999886,1508
1830,HAIR CARE PRODUCTS,HAIR SETS AND GELS,4908.389999999966,1507
3833,WAREHOUSE SNACKS,SNACK MIX,2993.70999999998,1507
3746,VALUE ADDED VEGETABLES,CUT VEGETABLES ALL OTHER,3098.5899999999547,1506
650,CAT LITTER,CONVENTIONAL LITTER,4311.089999999943,1497
3855,WATER - CARBONATED/FLVRD DRINK,DISTILLED WATER,1369.0999999999908,1496
1025,COUPON/MISC ITEMS,MISC SALES TRANS,3568.1299999999796,1491
2761,PAPER HOUSEWARES,PLASTIC/HEAVY PAPER PREM PLATE,3742.789999999974,1469
632,CANNED JUICES,TOMATO JUICE (OVER 50% JCE),2128.5200000000164,1459
2539,MELONS,WATERMELON SEEDLESS WHOLE,5873.119999999932,1458
1656,FRUIT - SHELF STABLE,CRANBERRY SAUCE,1443.5099999999986,1455
475,BROCCOLI/CAULIFLOWER,CAULIFLOWER WHOLE,2883.4199999999564,1453
584,CANDY - PACKAGED,SEASONAL CANDY BAGS NON-CHOCOL,2371.6399999999912,1448
2979,PROCESSED,DRESSINGS,4276.069999999965,1446
3007,REFRGRATD DOUGH PRODUCTS,MISC REFRIG DOUGH PRODUCTS,3160.9199999999723,1436
3341,SOUP,MICROWAVABLE SOUPS,3092.2300000000096,1435
3205,SHORTENING/OIL,CANOLA OILS,3296.989999999993,1427
2541,MILK BY-PRODUCTS,AEROSOL TOPPINGS,3189.789999999982,1426
2682,OLIVES,GREEN OLIVES,3291.1599999999953,1422
3760,VEGETABLES - ALL OTHERS,BEANS,2175.9200000000037,1418
861,COLD AND FLU,COLD AND FLU,7640.529999999875,1418
559,CANDY - PACKAGED,CANDY BARS (SINGLES)(INCLUDING,726.4399999999996,1415
2827,PICKLE/RELISH/PKLD VEG,RELISHES,2017.6100000000185,1415
3302,SOFT DRINKS,ENERGY DRINK,4567.94999999994,1414
2381,LUNCHMEAT,VARIETY PACK,3326.489999999967,1413
918,CONDIMENTS/SAUCES,VINEGAR ALL-EXCEPT WINE/RIC,2023.190000000022,1410
1942,HEAT/SERVE,CHICKEN-FULLY COOKED,4663.30999999994,1407
2086,HOT DOGS,BETTER FOR YOU,3117.3699999999917,1404
455,BREAKFAST SAUSAGE/SANDWICHES,PATTIES - RAW,4329.19999999996,1398
1362,FD WRAPS/BAGS/TRSH BG,PLASTIC TRASH BAGS,6435.459999999909,1395
3829,WAREHOUSE SNACKS,MISC SNACKS,2075.889999999998,1389
490,BROOMS AND MOPS,SPONGES: BATH HOUSEHOLD,2540.2499999999873,1387
2588,MUSHROOMS,MUSHROOMS PORTABELLA,3504.8999999999246,1387
3759,VEGETABLES - ALL OTHERS,ASPARAGUS,4442.1900000000005,1380
3782,VEGETABLES - SHELF STABLE,MISCELLANEOUS VEGETABLES,3422.4399999999823,1377
682,CHEESE,NON-IWS SINGLE CHEESE,4331.789999999999,1376
280,BAKING NEEDS,PIE FILLING MINCEMEAT GLAZES,2539.5299999999934,1373
1634,FROZEN PIE/DESSERTS,FROZEN FRUIT PIES  & COBBLERS,4504.20999999993,1361
2441,MAKEUP AND TREATMENT,COVERGIRL,5907.979999999984,1359
1219,DOMESTIC WINE,PREMIUM 750ML WINES,14830.069999999789,1356
863,COLD AND FLU,COLD AND FLU - DXM,7001.549999999852,1356
3308,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,1314.3100000000013,1351
458,BREAKFAST SAUSAGE/SANDWICHES,SANDWICHES/BISCUITS/GRAVY,4438.689999999951,1349
3463,SQUASH,SQUASH ZUCCHINI,1758.7600000000002,1339
3511,STATIONERY & SCHOOL SUPPLIES,TAPE & MAILING PRODUCTS,2146.4200000000014,1335
3008,REFRGRATD DOUGH PRODUCTS,REFRIGERATED BAGELS,1613.390000000001,1328
691,CHEESES,CHEESE: NATURAL PREPORTND,4980.189999999908,1322
210,BAKED BREAD/BUNS/ROLLS,MAIN MEAL BREAD,2931.9299999999985,1320
732,CHICKEN/POULTRY,CHIX: VALUE ADDED (HOT),2233.5500000000116,1320
268,BAKING NEEDS,CAKE DECORS & ICING,2696.849999999987,1320
348,BEEF,CUBED MEATS,4849.029999999999,1319
2002,HISPANIC,MEXICAN SOFT TORTILLAS AND WRA,2440.669999999995,1318
2782,PEPPERS-ALL,PEPPERS ALL OTHER,2289.550000000002,1317
1980,HISPANIC,BURRITOS,437.2400000000006,1314
3550,SYRUPS/TOPPINGS,ICE CREAM TOPPINGS,2444.820000000014,1308
3367,SPICES & EXTRACTS,TABLE SALT POPCORN SALTICE C,770.030000000005,1308
2090,HOT DOGS,KOSHER/SPECIALTY,3843.6799999999544,1306
3790,VEGETABLES - SHELF STABLE,POTATOES WHITE,757.6300000000011,1301
3172,SEAFOOD-FRESH,SEAFOOD-FRE-RAW FINFISH-OTHER,7889.5299999999825,1300
3125,SANDWICHES,SANDWICHES - (COLD),4530.889999999929,1300
1139,DISPOSIBLE FOILWARE,DISPOSABLE FOILWARE,3565.3599999999537,1299
3774,VEGETABLES - SHELF STABLE,BEETS,837.4500000000032,1299
2753,PAPER HOUSEWARES,BASIC PAPER PLATES,3395.199999999953,1296
1133,DISHWASH DETERGENTS,AUTO DISH DETERGENT - GEL,4287.879999999933,1288
3789,VEGETABLES - SHELF STABLE,POTATOES SWEET,1766.4400000000055,1287
910,CONDIMENTS/SAUCES,PIZZA SAUCE,1397.6500000000074,1284
3212,SHORTENING/OIL,OLIVE OIL,8073.399999999896,1282
903,CONDIMENTS/SAUCES,HOT MUSTARD/SPECIALTY MUSTAR,2109.0000000000164,1280
1826,HAIR CARE PRODUCTS,HAIR COLOR AND DEVELOPERS,9163.63999999991,1275
2118,ICE CREAM/MILK/SHERBTS,PAILS,4850.649999999963,1271
255,BAKING MIXES,PIE CRUST MIXES & SHELLS,1670.3399999999986,1265
2845,PLASTIC HOUSEWARES,DISPOSABLE FD STORAGE CONTAINR,3275.9499999999866,1260
142,BABY FOODS,BABY FOOD CEREALS,2497.7199999999943,1260
3093,SALAD MIX,KITS,3506.7799999999556,1257
3503,STATIONERY & SCHOOL SUPPLIES,SCHOOL PAPER,2127.860000000002,1244
2099,HOUSEHOLD CLEANG NEEDS,CLEANING WIPES,3803.8899999999694,1226
2374,LUNCHMEAT,LOAVE,2403.14999999998,1226
3307,SOFT DRINKS,JUICE (UNDER 10% JUICE),2063.539999999993,1212
2810,PET CARE SUPPLIES,RAWHIDE CHEWS,3456.759999999964,1210
2824,PICKLE/RELISH/PKLD VEG,PICKLD VEG PEPPERS ETC,2369.869999999991,1210
3267,SNACK NUTS,DRY ROAST NUTS,3095.6699999999664,1207
2096,HOUSEHOLD CLEANG NEEDS,BATHROOM CLEANERS - GENERAL,3016.989999999978,1205
456,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - FLAVORED/OTHER,3092.639999999988,1204
3513,STATIONERY & SCHOOL SUPPLIES,WRITING INSTRUMENTS,2770.149999999993,1203
817,CITRUS,TANGERINES & TANGELOS,1183.4200000000014,1197
2125,IMPORTED WINE,AUSTRALIAN/NZ WINES,10419.839999999816,1196
2856,PLASTIC HOUSEWARES,PANTRY,2838.549999999998,1193
2459,MAKEUP AND TREATMENT,MAYBELLINE,4704.049999999968,1189
1131,DINNER SAUSAGE,SMOKED/COOKED - BEEF,3334.9299999999635,1187
1214,DOMESTIC WINE,FIGHTING VARIETAL WINES,7732.569999999849,1180
1288,EGGS,EGGS SUBSTITUTE,3119.759999999999,1178
173,BACON,FLAVORED/OTHER,3405.7599999999766,1172
662,CHARCOAL AND LIGHTER FLUID,CHARCOAL,6068.9599999998745,1167
2012,HISPANIC,ORIENTAL OTHER SAUCES MARINAD,2089.720000000006,1155
264,BAKING NEEDS,BAKING POWDER & SODA,950.0799999999991,1149
2142,INFANT CARE PRODUCTS,FEEDING ACCESSORIES BOTTLES,4786.059999999923,1134
3518,STONE FRUIT,NECTARINES YELLOW FLESH,2457.230000000001,1127
